I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
-0.035,-0.03,0.005,,,,,,,,,
-0.035,-0.03,0.005,,,,,,,,,
-0.034,-0.029,0.004,,,,,,,,,
-0.034,-0.029,0.004,,,,,,,,,
-0.035,-0.03,0.005,,,,,,,,,
-0.035,-0.03,0.005,,,,,,,,,
-0.034,-0.029,0.004,,,,,,,,,
-0.034,-0.029,0.004,,,,,,,,,
-0.034,-0.03,0.004,,,,,,,,,
-0.034,-0.03,0.004,,,,,,,,,
-0.034,-0.03,0.004,,,,,,,,,
-0.035,-0.029,0.005,,,,,,,,,
-0.036,-0.03,0.005,,,,,,,,,
-0.033,-0.029,0.004,,,,,,,,,
-0.029,-0.027,0.002,,,,,,,,,
-0.025,-0.025,0.0,,,,,,,,,
-0.024,-0.024,0.0,,,,,,,,,
-0.024,-0.024,0.0,,,,,,,,,
-0.024,-0.024,0.0,,,,,,,,,
-0.024,-0.025,0.0,,,,,,,,,
-0.024,-0.025,0.0,,,,,,,,,
-0.025,-0.025,0.0,,,,,,,,,
-0.025,-0.025,0.0,,,,,,,,,
-0.024,-0.024,0.0,,,,,,,,,
-0.022,-0.024,-0.002,,,,,,,,,
-0.02,-0.025,-0.004,,,,,,,,,
-0.019,-0.025,-0.005,,,,,,,,,
-0.018,-0.024,-0.005,,,,,,,,,
-0.019,-0.024,-0.005,,,,,,,,,
-0.02,-0.025,-0.004,,,,,,,,,
-0.02,-0.025,-0.004,,,,,,,,,
-0.019,-0.024,-0.005,,,,,,,,,
-0.016,-0.022,-0.005,,,,,,,,,
-0.015,-0.02,-0.004,,,,,,,,,
-0.015,-0.019,-0.004,,,,,,,,,
-0.014,-0.02,-0.004,,,,,,,,,
-0.014,-0.02,-0.005,,,,,,,,,
-0.012,-0.019,-0.007,,,,,,,,,
-0.01,-0.019,-0.009,,,,,,,,,
-0.009,-0.02,-0.01,,,,,,,,,
-0.009,-0.02,-0.01,,,,,,,,,
-0.01,-0.019,-0.009,,,,,,,,,
-0.01,-0.019,-0.009,,,,,,,,,
-0.009,-0.02,-0.01,,,,,,,,,
-0.009,-0.02,-0.01,,,,,,,,,
-0.01,-0.019,-0.009,,,,,,,,,
-0.01,-0.019,-0.009,,,,,,,,,
-0.009,-0.02,-0.01,,,,,,,,,
-0.01,-0.02,-0.009,,,,,,,,,
-0.011,-0.019,-0.008,,,,,,,,,
-0.012,-0.019,-0.006,,,,,,,,,
-0.014,-0.019,-0.005,,,,,,,,,
-0.017,-0.021,-0.004,,,,,,,,,
-0.018,-0.023,-0.004,,,,,,,,,
-0.019,-0.024,-0.005,,,,,,,,,
-0.019,-0.025,-0.006,,,,,,,,,
-0.02,-0.024,-0.005,,,,,,,,,
-0.021,-0.024,-0.003,,,,,,,,,
-0.023,-0.025,-0.001,,,,,,,,,
-0.025,-0.025,0.0,,,,,,,,,
-0.026,-0.024,0.0,,,,,,,,,
-0.025,-0.024,0.0,,,,,,,,,
-0.024,-0.025,0.0,,,,,,,,,
-0.024,-0.025,0.0,,,,,,,,,
-0.025,-0.024,0.0,,,,,,,,,
-0.027,-0.024,0.002,,,,,,,,,
-0.029,-0.025,0.004,,,,,,,,,
-0.03,-0.025,0.005,,,,,,,,,
-0.031,-0.024,0.006,,,,,,,,,
-0.03,-0.024,0.005,,,,,,,,,
-0.029,-0.025,0.004,,,,,,,,,
-0.029,-0.025,0.004,,,,,,,,,
-0.03,-0.024,0.005,,,,,,,,,
-0.032,-0.024,0.007,,,,,,,,,
-0.034,-0.025,0.009,,,,,,,,,
-0.035,-0.025,0.01,,,,,,,,,
-0.035,-0.024,0.01,,,,,,,,,
-0.034,-0.024,0.009,,,,,,,,,
-0.033,-0.025,0.008,,,,,,,,,
-0.034,-0.025,0.009,,,,,,,,,
-0.036,-0.024,0.011,,,,,,,,,
-0.038,-0.024,0.013,,,,,,,,,
-0.04,-0.025,0.015,,,,,,,,,
-0.04,-0.024,0.015,,,,,,,,,
-0.039,-0.025,0.014,,,,,,,,,
-0.039,-0.025,0.014,,,,,,,,,
-0.039,-0.024,0.014,,,,,,,,,
-0.04,-0.024,0.015,,,,,,,,,
-0.042,-0.025,0.017,,,,,,,,,
-0.044,-0.025,0.019,,,,,,,,,
-0.045,-0.024,0.02,,,,,,,,,
-0.044,-0.024,0.02,,,,,,,,,
-0.044,-0.025,0.019,,,,,,,,,
-0.045,-0.025,0.02,,,,,,,,,
-0.045,-0.025,0.02,,,,,,,,,
-0.043,-0.024,0.019,,,,,,,,,
-0.042,-0.024,0.017,,,,,,,,,
-0.04,-0.024,0.015,,,,,,,,,
-0.04,-0.024,0.014,,,,,,,,,
-0.04,-0.025,0.014,,,,,,,,,
-0.04,-0.025,0.014,,,,,,,,,
-0.039,-0.024,0.015,,,,,,,,,
-0.039,-0.024,0.015,,,,,,,,,
-0.04,-0.025,0.014,,,,,,,,,
-0.041,-0.025,0.015,,,,,,,,,
-0.039,-0.024,0.014,,,,,,,,,
-0.035,-0.023,0.012,,,,,,,,,
-0.034,-0.024,0.01,,,,,,,,,
-0.039,-0.029,0.009,,,,,,,,,
-0.048,-0.038,0.009,,,,,,,,,
-0.055,-0.044,0.009,,,,,,,,,
-0.055,-0.045,0.01,,,,,,,,,
-0.051,-0.042,0.01,,,,,,,,,
-0.048,-0.038,0.009,,,,,,,,,
-0.048,-0.038,0.009,,,,,,,,,
-0.049,-0.039,0.01,,,,,,,,,
-0.05,-0.041,0.01,,,,,,,,,
-0.05,-0.04,0.01,,,,,,,,,
-0.048,-0.039,0.009,,,,,,,,,
-0.044,-0.037,0.007,,,,,,,,,
-0.04,-0.035,0.005,,,,,,,,,
-0.038,-0.034,0.004,,,,,,,,,
-0.039,-0.034,0.005,,,,,,,,,
-0.04,-0.035,0.004,,,,,,,,,
-0.04,-0.035,0.004,,,,,,,,,
-0.04,-0.034,0.005,,,,,,,,,
-0.04,-0.034,0.005,,,,,,,,,
-0.04,-0.034,0.005,,,,,,,,,
-0.039,-0.034,0.004,,,,,,,,,
-0.035,-0.032,0.002,,,,,,,,,
-0.031,-0.031,0.001,,,,,,,,,
-0.028,-0.029,0.0,,,,,,,,,
-0.028,-0.029,0.0,,,,,,,,,
-0.03,-0.03,0.0,,,,,,,,,
-0.03,-0.03,0.0,,,,,,,,,
-0.03,-0.03,0.0,,,,,,,,,
-0.028,-0.029,0.0,,,,,,,,,
-0.027,-0.027,0.0,,,,,,,,,
-0.025,-0.025,0.0,,,,,,,,,
-0.024,-0.024,0.0,,,,,,,,,
-0.024,-0.024,-0.001,,,,,,,,,
-0.026,-0.024,0.0,,,,,,,,,
-0.03,-0.025,0.004,,,,,,,,,
-0.034,-0.025,0.009,,,,,,,,,
-0.036,-0.024,0.012,,,,,,,,,
-0.038,-0.024,0.013,,,,,,,,,
-0.04,-0.025,0.015,,,,,,,,,
-0.042,-0.025,0.017,,,,,,,,,
-0.044,-0.024,0.019,,,,,,,,,
-0.047,-0.024,0.022,,,,,,,,,
-0.049,-0.025,0.024,,,,,,,,,
-0.05,-0.025,0.025,,,,,,,,,
-0.049,-0.024,0.024,,,,,,,,,
-0.046,-0.024,0.021,,,,,,,,,
-0.043,-0.025,0.018,,,,,,,,,
-0.041,-0.025,0.016,,,,,,,,,
-0.04,-0.024,0.015,,,,,,,,,
-0.038,-0.024,0.013,,,,,,,,,
-0.036,-0.025,0.011,,,,,,,,,
-0.035,-0.025,0.01,,,,,,,,,
-0.034,-0.024,0.009,,,,,,,,,
-0.034,-0.024,0.009,,,,,,,,,
-0.033,-0.025,0.008,,,,,,,,,
-0.031,-0.025,0.006,,,,,,,,,
-0.029,-0.024,0.004,,,,,,,,,
-0.027,-0.024,0.002,,,,,,,,,
-0.025,-0.025,0.0,,,,,,,,,
-0.025,-0.025,0.0,,,,,,,,,
-0.025,-0.024,0.0,,,,,,,,,
-0.024,-0.024,0.0,,,,,,,,,
-0.023,-0.025,-0.001,,,,,,,,,
-0.021,-0.025,-0.003,,,,,,,,,
-0.018,-0.024,-0.006,,,,,,,,,
-0.016,-0.024,-0.008,,,,,,,,,
-0.014,-0.024,-0.01,,,,,,,,,
-0.014,-0.025,-0.011,,,,,,,,,
-0.013,-0.025,-0.011,,,,,,,,,
-0.015,-0.024,-0.009,,,,,,,,,
-0.017,-0.024,-0.007,,,,,,,,,
-0.02,-0.025,-0.005,,,,,,,,,
-0.02,-0.025,-0.004,,,,,,,,,
-0.02,-0.024,-0.004,,,,,,,,,
-0.02,-0.024,-0.004,,,,,,,,,
-0.019,-0.025,-0.005,,,,,,,,,
-0.019,-0.025,-0.005,,,,,,,,,
-0.02,-0.024,-0.004,,,,,,,,,
-0.019,-0.024,-0.004,,,,,,,,,
-0.02,-0.025,-0.005,,,,,,,,,
-0.02,-0.025,-0.005,,,,,,,,,
-0.019,-0.024,-0.004,,,,,,,,,
-0.019,-0.024,-0.004,,,,,,,,,
-0.02,-0.025,-0.005,,,,,,,,,
-0.02,-0.025,-0.005,,,,,,,,,
-0.019,-0.024,-0.005,,,,,,,,,
-0.019,-0.024,-0.005,,,,,,,,,
-0.02,-0.025,-0.004,,,,,,,,,
-0.02,-0.025,-0.004,,,,,,,,,
-0.019,-0.024,-0.005,,,,,,,,,
-0.019,-0.024,-0.005,,,,,,,,,
-0.02,-0.025,-0.004,,,,,,,,,
-0.02,-0.025,-0.004,,,,,,,,,
-0.019,-0.024,-0.005,,,,,,,,,
-0.02,-0.025,-0.005,,,,,,,,,
-0.021,-0.026,-0.004,,,,,,,,,
-0.023,-0.028,-0.004,,,,,,,,,
-0.025,-0.03,-0.005,,,,,,,,,
-0.025,-0.03,-0.005,,,,,,,,,
-0.024,-0.029,-0.004,,,,,,,,,
-0.024,-0.029,-0.004,,,,,,,,,
-0.025,-0.03,-0.005,,,,,,,,,
-0.025,-0.03,-0.005,,,,,,,,,
-0.026,-0.029,-0.004,,,,,,,,,
-0.025,-0.029,-0.004,,,,,,,,,
-0.023,-0.03,-0.006,,,,,,,,,
-0.021,-0.03,-0.008,,,,,,,,,
-0.02,-0.03,-0.01,,,,,,,,,
-0.02,-0.03,-0.01,,,,,,,,,
-0.021,-0.03,-0.009,,,,,,,,,
-0.018,-0.029,-0.01,,,,,,,,,
-0.014,-0.027,-0.012,,,,,,,,,
-0.01,-0.025,-0.014,,,,,,,,,
-0.008,-0.024,-0.015,,,,,,,,,
-0.009,-0.024,-0.014,,,,,,,,,
-0.009,-0.024,-0.015,,,,,,,,,
-0.007,-0.025,-0.017,,,,,,,,,
-0.005,-0.025,-0.019,,,,,,,,,
-0.004,-0.024,-0.02,,,,,,,,,
-0.004,-0.024,-0.02,,,,,,,,,
-0.005,-0.025,-0.019,,,,,,,,,
-0.006,-0.026,-0.018,,,,,,,,,
-0.005,-0.025,-0.019,,,,,,,,,
-0.002,-0.023,-0.021,,,,,,,,,
0.001,-0.021,-0.023,,,,,,,,,
0.005,-0.02,-0.024,,,,,,,,,
0.006,-0.019,-0.024,,,,,,,,,
0.005,-0.019,-0.024,,,,,,,,,
0.005,-0.02,-0.025,,,,,,,,,
0.007,-0.02,-0.027,,,,,,,,,
0.009,-0.019,-0.029,,,,,,,,,
0.01,-0.019,-0.03,,,,,,,,,
0.009,-0.02,-0.03,,,,,,,,,
0.01,-0.02,-0.03,,,,,,,,,
0.012,-0.019,-0.032,,,,,,,,,
0.014,-0.019,-0.034,,,,,,,,,
0.014,-0.02,-0.035,,,,,,,,,
0.014,-0.02,-0.035,,,,,,,,,
0.015,-0.019,-0.035,,,,,,,,,
0.018,-0.017,-0.035,,,,,,,,,
0.02,-0.015,-0.034,,,,,,,,,
0.019,-0.014,-0.033,,,,,,,,,
0.016,-0.015,-0.031,,,,,,,,,
0.014,-0.015,-0.029,,,,,,,,,
0.013,-0.014,-0.028,,,,,,,,,
0.014,-0.014,-0.029,,,,,,,,,
0.015,-0.015,-0.03,,,,,,,,,
0.015,-0.015,-0.03,,,,,,,,,
0.015,-0.014,-0.029,,,,,,,,,
0.012,-0.014,-0.028,,,,,,,,,
0.01,-0.015,-0.026,,,,,,,,,
0.01,-0.014,-0.024,,,,,,,,,
0.012,-0.012,-0.024,,,,,,,,,
0.015,-0.01,-0.025,,,,,,,,,
0.016,-0.009,-0.025,,,,,,,,,
0.015,-0.009,-0.024,,,,,,,,,
0.014,-0.009,-0.024,,,,,,,,,
0.015,-0.01,-0.025,,,,,,,,,
0.015,-0.009,-0.025,,,,,,,,,
0.013,-0.01,-0.023,,,,,,,,,
0.011,-0.01,-0.021,,,,,,,,,
0.009,-0.009,-0.02,,,,,,,,,
0.008,-0.009,-0.019,,,,,,,,,
0.009,-0.01,-0.02,,,,,,,,,
0.009,-0.01,-0.02,,,,,,,,,
0.01,-0.009,-0.019,,,,,,,,,
0.009,-0.01,-0.019,,,,,,,,,
0.008,-0.012,-0.02,,,,,,,,,
0.006,-0.014,-0.02,,,,,,,,,
0.003,-0.015,-0.019,,,,,,,,,
0.001,-0.015,-0.017,,,,,,,,,
0.0,-0.014,-0.015,,,,,,,,,
0.0,-0.014,-0.013,,,,,,,,,
0.0,-0.015,-0.014,,,,,,,,,
0.0,-0.014,-0.015,,,,,,,,,
0.0,-0.015,-0.016,,,,,,,,,
0.0,-0.015,-0.015,,,,,,,,,
-0.001,-0.014,-0.013,,,,,,,,,
-0.003,-0.014,-0.011,,,,,,,,,
-0.005,-0.015,-0.009,,,,,,,,,
-0.007,-0.017,-0.009,,,,,,,,,
-0.009,-0.019,-0.01,,,,,,,,,
-0.01,-0.02,-0.01,,,,,,,,,
-0.009,-0.019,-0.009,,,,,,,,,
-0.009,-0.019,-0.009,,,,,,,,,
-0.009,-0.02,-0.01,,,,,,,,,
-0.009,-0.02,-0.009,,,,,,,,,
-0.011,-0.019,-0.008,,,,,,,,,
-0.013,-0.019,-0.006,,,,,,,,,
-0.014,-0.019,-0.004,,,,,,,,,
-0.015,-0.02,-0.004,,,,,,,,,
-0.015,-0.02,-0.004,,,,,,,,,
-0.014,-0.019,-0.005,,,,,,,,,
-0.013,-0.018,-0.005,,,,,,,,,
-0.014,-0.019,-0.004,,,,,,,,,
-0.016,-0.021,-0.004,,,,,,,,,
-0.018,-0.023,-0.005,,,,,,,,,
-0.02,-0.024,-0.004,,,,,,,,,
-0.022,-0.025,-0.002,,,,,,,,,
-0.024,-0.025,0.0,,,,,,,,,
-0.026,-0.024,0.001,,,,,,,,,
-0.028,-0.024,0.003,,,,,,,,,
-0.03,-0.024,0.005,,,,,,,,,
-0.032,-0.024,0.007,,,,,,,,,
-0.034,-0.025,0.009,,,,,,,,,
-0.036,-0.025,0.011,,,,,,,,,
-0.039,-0.024,0.014,,,,,,,,,
-0.04,-0.025,0.014,,,,,,,,,
-0.038,-0.027,0.011,,,,,,,,,
-0.036,-0.029,0.007,,,,,,,,,
-0.033,-0.03,0.003,,,,,,,,,
-0.032,-0.03,0.001,,,,,,,,,
-0.029,-0.029,0.0,,,,,,,,,
-0.026,-0.029,-0.003,,,,,,,,,
-0.022,-0.03,-0.007,,,,,,,,,
-0.019,-0.03,-0.01,,,,,,,,,
-0.017,-0.029,-0.012,,,,,,,,,
-0.015,-0.029,-0.014,,,,,,,,,
-0.011,-0.03,-0.018,,,,,,,,,
-0.007,-0.03,-0.022,,,,,,,,,
-0.004,-0.029,-0.025,,,,,,,,,
-0.001,-0.03,-0.028,,,,,,,,,
0.0,-0.029,-0.03,,,,,,,,,
0.0,-0.028,-0.028,,,,,,,,,
0.0,-0.026,-0.026,,,,,,,,,
0.0,-0.024,-0.024,,,,,,,,,
0.0,-0.023,-0.024,,,,,,,,,
0.0,-0.024,-0.024,,,,,,,,,
0.0,-0.025,-0.025,,,,,,,,,
0.0,-0.025,-0.025,,,,,,,,,
0.0,-0.024,-0.025,,,,,,,,,
0.001,-0.023,-0.024,,,,,,,,,
0.003,-0.021,-0.024,,,,,,,,,
0.005,-0.019,-0.025,,,,,,,,,
0.005,-0.019,-0.025,,,,,,,,,
0.004,-0.02,-0.024,,,,,,,,,
0.004,-0.02,-0.024,,,,,,,,,
0.005,-0.019,-0.025,,,,,,,,,
0.005,-0.019,-0.025,,,,,,,,,
0.004,-0.02,-0.024,,,,,,,,,
0.004,-0.02,-0.024,,,,,,,,,
0.006,-0.018,-0.025,,,,,,,,,
0.008,-0.016,-0.025,,,,,,,,,
0.009,-0.015,-0.024,,,,,,,,,
0.01,-0.014,-0.024,,,,,,,,,
0.009,-0.015,-0.025,,,,,,,,,
0.009,-0.015,-0.025,,,,,,,,,
0.01,-0.014,-0.024,,,,,,,,,
0.01,-0.014,-0.024,,,,,,,,,
0.009,-0.015,-0.025,,,,,,,,,
0.01,-0.015,-0.025,,,,,,,,,
0.009,-0.014,-0.024,,,,,,,,,
0.009,-0.012,-0.022,,,,,,,,,
0.01,-0.01,-0.02,,,,,,,,,
0.01,-0.008,-0.019,,,,,,,,,
0.01,-0.009,-0.02,,,,,,,,,
0.01,-0.01,-0.02,,,,,,,,,
0.01,-0.011,-0.019,,,,,,,,,
0.01,-0.01,-0.019,,,,,,,,,
0.011,-0.008,-0.02,,,,,,,,,
0.013,-0.006,-0.02,,,,,,,,,
0.015,-0.004,-0.019,,,,,,,,,
0.015,-0.004,-0.019,,,,,,,,,
0.014,-0.005,-0.02,,,,,,,,,
0.014,-0.005,-0.02,,,,,,,,,
0.015,-0.004,-0.019,,,,,,,,,
0.015,-0.004,-0.019,,,,,,,,,
0.014,-0.005,-0.02,,,,,,,,,
0.014,-0.005,-0.02,,,,,,,,,
0.016,-0.003,-0.019,,,,,,,,,
0.018,-0.001,-0.019,,,,,,,,,
0.019,0.0,-0.019,,,,,,,,,
0.02,0.0,-0.019,,,,,,,,,
0.02,0.0,-0.019,,,,,,,,,
0.019,0.0,-0.02,,,,,,,,,
0.019,-0.001,-0.02,,,,,,,,,
0.019,0.0,-0.019,,,,,,,,,
0.021,0.001,-0.019,,,,,,,,,
0.022,0.002,-0.02,,,,,,,,,
0.017,-0.002,-0.019,,,,,,,,,
0.006,-0.011,-0.017,,,,,,,,,
-0.003,-0.018,-0.015,,,,,,,,,
-0.006,-0.021,-0.014,,,,,,,,,
-0.003,-0.018,-0.014,,,,,,,,,
0.0,-0.014,-0.015,,,,,,,,,
0.001,-0.013,-0.015,,,,,,,,,
0.0,-0.014,-0.014,,,,,,,,,
0.0,-0.015,-0.014,,,,,,,,,
0.0,-0.015,-0.015,,,,,,,,,
0.0,-0.014,-0.014,,,,,,,,,
0.0,-0.012,-0.012,,,,,,,,,
0.0,-0.01,-0.01,,,,,,,,,
0.0,-0.009,-0.009,,,,,,,,,
0.0,-0.009,-0.009,,,,,,,,,
0.0,-0.01,-0.01,,,,,,,,,
0.0,-0.01,-0.01,,,,,,,,,
0.0,-0.009,-0.009,,,,,,,,,
0.0,-0.009,-0.009,,,,,,,,,
0.0,-0.01,-0.01,,,,,,,,,
0.0,-0.009,-0.009,,,,,,,,,
0.0,-0.008,-0.008,,,,,,,,,
0.0,-0.006,-0.006,,,,,,,,,
0.0,-0.004,-0.004,,,,,,,,,
0.0,-0.004,-0.004,,,,,,,,,
0.0,-0.005,-0.005,,,,,,,,,
0.0,-0.005,-0.005,,,,,,,,,
0.0,-0.004,-0.004,,,,,,,,,
0.0,-0.004,-0.004,,,,,,,,,
-0.001,-0.005,-0.005,,,,,,,,,
0.0,-0.005,-0.004,,,,,,,,,
0.001,-0.003,-0.005,,,,,,,,,
0.003,-0.001,-0.005,,,,,,,,,
0.004,0.0,-0.005,,,,,,,,,
0.003,0.0,-0.003,,,,,,,,,
0.001,0.0,-0.001,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,
-0.001,-0.001,0.0,,,,,,,,,
0.0,0.0,0.0,,,,,,,,,
0.001,0.001,0.0,,,,,,,,,
0.003,0.003,0.0,,,,,,,,,
0.005,0.004,0.0,,,,,,,,,
0.006,0.005,0.0,,,,,,,,,
0.005,0.005,0.0,,,,,,,,,
0.003,0.005,0.001,,,,,,,,,
0.001,0.005,0.003,,,,,,,,,
0.0,0.004,0.004,,,,,,,,,
0.0,0.004,0.004,,,,,,,,,
0.0,0.004,0.005,,,,,,,,,
0.001,0.006,0.005,,,,,,,,,
0.003,0.008,0.004,,,,,,,,,
0.004,0.009,0.004,,,,,,,,,
0.004,0.01,0.005,,,,,,,,,
0.004,0.009,0.005,,,,,,,,,
0.005,0.01,0.004,,,,,,,,,
0.005,0.01,0.004,,,,,,,,,
0.004,0.009,0.005,,,,,,,,,
0.002,0.009,0.006,,,,,,,,,
0.001,0.009,0.008,,,,,,,,,
0.0,0.011,0.01,,,,,,,,,
0.001,0.014,0.012,,,,,,,,,
0.003,0.018,0.014,,,,,,,,,
0.006,0.023,0.016,,,,,,,,,
0.009,0.027,0.018,,,,,,,,,
0.01,0.03,0.02,,,,,,,,,
0.009,0.032,0.022,,,,,,,,,
0.01,0.034,0.024,,,,,,,,,
0.01,0.036,0.026,,,,,,,,,
0.012,0.04,0.028,,,,,,,,,
0.015,0.045,0.029,,,,,,,,,
0.019,0.05,0.03,,,,,,,,,
0.023,0.054,0.029,,,,,,,,,
0.026,0.056,0.03,,,,,,,,,
0.025,0.056,0.031,,,,,,,,,
0.025,0.06,0.035,,,,,,,,,
0.025,0.066,0.04,,,,,,,,,
0.026,0.072,0.046,,,,,,,,,
0.023,0.075,0.051,,,,,,,,,
0.017,0.073,0.055,,,,,,,,,
0.01,0.07,0.059,,,,,,,,,
0.004,0.069,0.064,,,,,,,,,
0.001,0.069,0.068,,,,,,,,,
0.0,0.069,0.07,,,,,,,,,
0.002,0.07,0.068,,,,,,,,,
0.004,0.07,0.065,,,,,,,,,
0.004,0.069,0.064,,,,,,,,,
0.001,0.066,0.064,,,,,,,,,
0.0,0.064,0.065,,,,,,,,,
0.0,0.064,0.065,,,,,,,,,
0.0,0.065,0.064,,,,,,,,,
-0.001,0.063,0.064,,,,,,,,,
-0.002,0.062,0.065,,,,,,,,,
0.0,0.065,0.064,,,,,,,,,
0.011,0.074,0.062,,,,,,,,,
0.025,0.085,0.06,,,,,,,,,
0.032,0.092,0.059,,,,,,,,,
0.032,0.092,0.059,,,,,,,,,
0.029,0.089,0.06,,,,,,,,,
0.028,0.088,0.06,,,,,,,,,
0.029,0.089,0.059,,,,,,,,,
0.03,0.089,0.059,,,,,,,,,
0.029,0.089,0.06,,,,,,,,,
0.029,0.089,0.059,,,,,,,,,
0.031,0.09,0.058,,,,,,,,,
0.033,0.09,0.056,,,,,,,,,
0.035,0.09,0.054,,,,,,,,,
0.035,0.09,0.054,,,,,,,,,
0.034,0.089,0.055,,,,,,,,,
0.034,0.089,0.055,,,,,,,,,
0.034,0.089,0.054,,,,,,,,,
0.035,0.09,0.055,,,,,,,,,
0.038,0.093,0.054,,,,,,,,,
0.043,0.097,0.054,,,,,,,,,
0.047,0.102,0.055,,,,,,,,,
0.049,0.104,0.055,,,,,,,,,
0.05,0.104,0.055,,,,,,,,,
0.049,0.103,0.053,,,,,,,,,
0.049,0.101,0.051,,,,,,,,,
0.05,0.099,0.049,,,,,,,,,
0.049,0.098,0.049,,,,,,,,,
0.05,0.099,0.05,,,,,,,,,
0.05,0.1,0.05,,,,,,,,,
0.05,0.1,0.049,,,,,,,,,
0.049,0.099,0.049,,,,,,,,,
0.047,0.097,0.05,,,,,,,,,
0.048,0.099,0.05,,,,,,,,,
0.055,0.104,0.048,,,,,,,,,
0.068,0.115,0.046,,,,,,,,,
0.083,0.128,0.045,,,,,,,,,
0.095,0.14,0.044,,,,,,,,,
0.102,0.148,0.045,,,,,,,,,
0.104,0.149,0.045,,,,,,,,,
0.1,0.145,0.044,,,,,,,,,
0.095,0.139,0.044,,,,,,,,,
0.091,0.136,0.045,,,,,,,,,
0.089,0.135,0.045,,,,,,,,,
0.089,0.134,0.044,,,,,,,,,
0.088,0.132,0.043,,,,,,,,,
0.085,0.129,0.044,,,,,,,,,
0.078,0.127,0.049,,,,,,,,,
0.068,0.126,0.058,,,,,,,,,
0.053,0.124,0.07,,,,,,,,,
0.037,0.122,0.084,,,,,,,,,
0.026,0.119,0.093,,,,,,,,,
0.024,0.118,0.094,,,,,,,,,
0.03,0.117,0.087,,,,,,,,,
0.035,0.113,0.077,,,,,,,,,
0.035,0.106,0.07,,,,,,,,,
0.03,0.098,0.066,,,,,,,,,
0.025,0.089,0.062,,,,,,,,,
0.022,0.081,0.058,,,,,,,,,
0.02,0.074,0.054,,,,,,,,,
0.017,0.066,0.049,,,,,,,,,
0.015,0.058,0.043,,,,,,,,,
0.013,0.049,0.036,,,,,,,,,
0.011,0.041,0.03,,,,,,,,,
0.01,0.034,0.025,,,,,,,,,
0.01,0.031,0.021,,,,,,,,,
0.013,0.031,0.017,,,,,,,,,
0.016,0.029,0.013,,,,,,,,,
0.016,0.027,0.011,,,,,,,,,
0.014,0.024,0.01,,,,,,,,,
0.013,0.023,0.01,,,,,,,,,
0.011,0.021,0.009,,,,,,,,,
0.009,0.019,0.009,,,,,,,,,
0.007,0.017,0.009,,,,,,,,,
0.005,0.015,0.009,,,,,,,,,
0.003,0.013,0.01,,,,,,,,,
0.001,0.011,0.01,,,,,,,,,
0.0,0.009,0.009,,,,,,,,,
0.0,0.007,0.007,,,,,,,,,
0.0,0.005,0.005,,,,,,,,,
0.0,0.003,0.004,,,,,,,,,
-0.002,0.001,0.004,,,,,,,,,
-0.005,0.0,0.004,,,,,,,,,
-0.006,-0.001,0.005,,,,,,,,,
-0.008,-0.003,0.005,,,,,,,,,
-0.011,-0.006,0.005,,,,,,,,,
-0.013,-0.007,0.005,,,,,,,,,
-0.014,-0.009,0.004,,,,,,,,,
-0.014,-0.012,0.003,,,,,,,,,
-0.015,-0.014,0.001,,,,,,,,,
-0.015,-0.015,0.0,,,,,,,,,
-0.014,-0.014,-0.001,,,,,,,,,
-0.015,-0.014,0.0,,,,,,,,,
-0.016,-0.016,0.0,,,,,,,,,
-0.018,-0.018,0.0,,,,,,,,,
-0.02,-0.02,0.0,,,,,,,,,
-0.022,-0.022,0.0,,,,,,,,,
-0.024,-0.024,0.0,,,,,,,,,
-0.026,-0.026,0.0,,,,,,,,,
-0.028,-0.028,0.0,,,,,,,,,
-0.029,-0.029,0.0,,,,,,,,,
-0.03,-0.032,-0.002,,,,,,,,,
-0.03,-0.034,-0.004,,,,,,,,,
-0.029,-0.036,-0.005,,,,,,,,,
-0.03,-0.035,-0.005,,,,,,,,,
-0.03,-0.034,-0.005,,,,,,,,,
-0.028,-0.033,-0.005,,,,,,,,,
-0.026,-0.031,-0.005,,,,,,,,,
-0.024,-0.029,-0.004,,,,,,,,,
-0.024,-0.028,-0.003,,,,,,,,,
-0.025,-0.03,-0.004,,,,,,,,,
-0.024,-0.03,-0.006,,,,,,,,,
-0.021,-0.03,-0.008,,,,,,,,,
-0.019,-0.029,-0.009,,,,,,,,,
-0.017,-0.027,-0.01,,,,,,,,,
-0.015,-0.025,-0.01,,,,,,,,,
-0.014,-0.024,-0.009,,,,,,,,,
-0.014,-0.024,-0.009,,,,,,,,,
-0.015,-0.025,-0.01,,,,,,,,,
-0.014,-0.025,-0.01,,,,,,,,,
-0.013,-0.024,-0.009,,,,,,,,,
-0.016,-0.025,-0.009,,,,,,,,,
-0.02,-0.028,-0.008,,,,,,,,,
-0.02,-0.03,-0.009,,,,,,,,,
-0.016,-0.029,-0.012,,,,,,,,,
-0.014,-0.031,-0.017,,,,,,,,,
-0.017,-0.039,-0.022,,,,,,,,,
-0.026,-0.052,-0.027,,,,,,,,,
-0.034,-0.063,-0.03,,,,,,,,,
-0.039,-0.071,-0.032,,,,,,,,,
-0.041,-0.075,-0.033,,,,,,,,,
-0.038,-0.075,-0.035,,,,,,,,,
-0.034,-0.075,-0.039,,,,,,,,,
